AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
10/2024,2411 Early Childhood (Pre-primary School) Teachers,95,1,45805.20607638889,45574.54138888889
10/2024,2411 Early Childhood (Pre-primary School) Teachers,90,1,45575.892534722225,45575.892534722225
10/2024,2411 Early Childhood (Pre-primary School) Teachers,85,30,45889.20517361111,45540.44273148148
10/2024,2411 Early Childhood (Pre-primary School) Teachers,60,12,45921.209398148145,45538.84622685185
10/2024,2411 Early Childhood (Pre-primary School) Teachers,50,4,45610.2062037037,45541.57833333333
10/2024,2411 Early Childhood (Pre-primary School) Teachers,45,1,45555.20377314815,45555.20377314815
10/2024,2611 ICT Business and Systems Analysts,65,144,46252.205925925926,45001.53334490741
10/2024,2611 ICT Business and Systems Analysts,75,244,46251.204930555556,44895.76782407407
10/2024,2611 ICT Business and Systems Analysts,70,154,46255.208032407405,45014.56050925926
10/2024,2611 ICT Business and Systems Analysts,80,209,46253.205509259256,44882.71894675926
10/2024,2611 ICT Business and Systems Analysts,95,67,46262.20508101852,44937.7752662037
10/2024,2611 ICT Business and Systems Analysts,90,203,46262.20508101852,44947.854849537034
10/2024,2611 ICT Business and Systems Analysts,85,218,46266.21104166667,45084.801828703705
10/2024,2611 ICT Business and Systems Analysts,55,7,46191.205555555556,45439.6824537037
10/2024,2611 ICT Business and Systems Analysts,60,24,46048.20523148148,45409.066458333335
10/2024,2611 ICT Business and Systems Analysts,50,2,45590.4783912037,45566.75587962963
10/2024,2611 ICT Business and Systems Analysts,100,7,45984.20945601852,45540.64628472222
10/2024,2211 Accountants,65,138,46251.204930555556,44907.446597222224
10/2024,2211 Accountants,75,201,46267.208703703705,44965.739120370374
10/2024,2211 Accountants,70,209,46262.20508101852,44904.8194212963
10/2024,2211 Accountants,80,186,46223.20545138889,45017.87038194444
10/2024,2211 Accountants,95,48,46154.20450231482,45281.19935185185
10/2024,2211 Accountants,90,128,46206.206342592595,45058.49587962963
10/2024,2211 Accountants,85,158,46267.208703703705,44958.64983796296
10/2024,2211 Accountants,55,7,45873.204780092594,45391.19767361111
10/2024,2211 Accountants,60,23,46228.21045138889,44914.732094907406
10/2024,2211 Accountants,100,15,46262.20508101852,45551.20259259259
10/2024,2211 Accountants,45,1,45971.20501157407,45573.65059027778
10/2024,2344 Geologists Geophysicists and Hydrogeologists,65,3,46098.20518518519,45390.784479166665
10/2024,2344 Geologists Geophysicists and Hydrogeologists,75,5,46199.2091087963,45440.51707175926
10/2024,2344 Geologists Geophysicists and Hydrogeologists,70,1,45507.52875,45507.52875
10/2024,2344 Geologists Geophysicists and Hydrogeologists,80,2,45577.93085648148,45543.604733796295
10/2024,2344 Geologists Geophysicists and Hydrogeologists,90,2,45563.70018518518,45553.47398148148
10/2024,2344 Geologists Geophysicists and Hydrogeologists,85,2,45939.204976851855,45540.636354166665
10/2024,2344 Geologists Geophysicists and Hydrogeologists,60,1,46256.2065625,45593.76751157407
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",65,36,46251.204930555556,45092.64603009259
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",75,68,46220.20799768518,45107.36131944445
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",70,45,46234.20611111111,45128.61641203704
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",80,56,46220.20799768518,44906.408680555556
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",95,8,46061.20533564815,45199.83662037037
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",90,44,46257.20914351852,45035.630474537036
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",85,48,46114.20517361111,45059.91431712963
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",55,2,45693.206400462965,45361.757002314815
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",60,2,45583.86581018518,45448.005740740744
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",50,1,45562.7215625,45562.7215625
10/2024,"2621 Database and Systems Administrators, and ICT Security Specialists",100,1,46106.20457175926,45581.231574074074
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,54,46243.20899305555,44933.57925925926
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,87,46267.208703703705,44942.783796296295
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,98,46256.2065625,44971.16378472222
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,78,46235.20949074074,45040.65096064815
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,6,45942.210069444445,45540.601435185185
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,39,46184.2065625,45218.66131944444
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,95,46259.20663194444,45005.90726851852
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",55,1,45542.63737268518,45542.63737268518
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",60,9,46083.20883101852,45264.549942129626
10/2024,"2212 Auditors, Company Secretaries and Corporate Treasurers",45,1,45907.2115162037,45574.86310185185
10/2024,2345 Life Scientists,65,21,46019.207094907404,45215.91908564815
10/2024,2345 Life Scientists,75,14,46243.20899305555,45323.19887731481
10/2024,2345 Life Scientists,70,16,46076.206145833334,45335.906805555554
10/2024,2345 Life Scientists,80,21,46158.603541666664,45310.63912037037
10/2024,2345 Life Scientists,95,7,45872.20747685185,45541.706967592596
10/2024,2345 Life Scientists,90,15,45822.20416666667,45389.700277777774
10/2024,2345 Life Scientists,85,19,45963.23332175926,45228.20962962963
10/2024,2345 Life Scientists,55,1,45573.69574074074,45573.69574074074
10/2024,2345 Life Scientists,60,3,45913.205196759256,45550.82681712963
10/2024,2345 Life Scientists,100,5,45596.650092592594,45565.60650462963
10/2024,2345 Life Scientists,105,2,45586.70240740741,45570.45736111111
10/2024,"2335 Industrial, Mechanical and Production Engineers",65,151,46262.20508101852,44866.46773148148
10/2024,"2335 Industrial, Mechanical and Production Engineers",75,206,46254.20762731481,44931.99182870371
10/2024,"2335 Industrial, Mechanical and Production Engineers",70,168,46259.20663194444,44912.05855324074
10/2024,"2335 Industrial, Mechanical and Production Engineers",80,133,46223.20545138889,44993.02799768518
10/2024,"2335 Industrial, Mechanical and Production Engineers",95,15,46007.205717592595,45546.45837962963
10/2024,"2335 Industrial, Mechanical and Production Engineers",90,66,46162.204560185186,45030.67319444445
10/2024,"2335 Industrial, Mechanical and Production Engineers",85,112,46259.20663194444,44979.80081018519
10/2024,"2335 Industrial, Mechanical and Production Engineers",55,16,46086.20568287037,45232.19834490741
10/2024,"2335 Industrial, Mechanical and Production Engineers",60,27,46215.213530092595,45227.891550925924
10/2024,"2335 Industrial, Mechanical and Production Engineers",50,2,46019.207094907404,45261.95202546296
10/2024,"2335 Industrial, Mechanical and Production Engineers",100,2,45836.20675925926,45546.721041666664
10/2024,"2335 Industrial, Mechanical and Production Engineers",40,1,46257.20914351852,45560.78078703704
10/2024,2339 Other Engineering Professionals,65,115,46262.20508101852,45023.00230324074
10/2024,2339 Other Engineering Professionals,75,148,46265.211539351854,45011.885613425926
10/2024,2339 Other Engineering Professionals,70,141,46242.20569444444,44912.499548611115
10/2024,2339 Other Engineering Professionals,80,134,46263.210752314815,45034.54728009259
10/2024,2339 Other Engineering Professionals,95,2,46175.20494212963,45553.67201388889
10/2024,2339 Other Engineering Professionals,90,57,46109.20630787037,45190.88481481482
10/2024,2339 Other Engineering Professionals,85,126,46259.20663194444,45026.00824074074
10/2024,2339 Other Engineering Professionals,55,7,46063.20898148148,45255.04209490741
10/2024,2339 Other Engineering Professionals,60,23,46161.20479166666,45172.012766203705
10/2024,2339 Other Engineering Professionals,50,3,46222.22326388889,45523.53099537037
10/2024,2339 Other Engineering Professionals,100,1,45590.54903935185,45590.54903935185
10/2024,2341 Agricultural and Forestry Scientists,65,24,46217.208969907406,45088.659004629626
10/2024,2341 Agricultural and Forestry Scientists,75,11,46198.20940972222,45181.704201388886
10/2024,2341 Agricultural and Forestry Scientists,70,20,46251.204930555556,45294.542905092596
10/2024,2341 Agricultural and Forestry Scientists,80,11,45966.205347222225,45353.22142361111
10/2024,2341 Agricultural and Forestry Scientists,95,5,45699.20820601852,45554.28177083333
10/2024,2341 Agricultural and Forestry Scientists,90,4,45573.59638888889,45536.87259259259
10/2024,2341 Agricultural and Forestry Scientists,85,6,45922.21083333333,45060.950636574074
10/2024,2341 Agricultural and Forestry Scientists,60,4,46127.20615740741,45542.68945601852
10/2024,2341 Agricultural and Forestry Scientists,50,1,45554.12693287037,45554.12693287037
10/2024,2341 Agricultural and Forestry Scientists,100,2,45713.20611111111,45560.12731481482
10/2024,2341 Agricultural and Forestry Scientists,105,1,45566.240578703706,45566.240578703706
10/2024,2544 Registered Nurses,65,283,46251.204930555556,45262.167025462964
10/2024,2544 Registered Nurses,75,194,45965.204247685186,45278.83032407407
10/2024,2544 Registered Nurses,70,292,46258.205046296294,45278.43861111111
10/2024,2544 Registered Nurses,80,78,45833.20297453704,45540.9131712963
10/2024,2544 Registered Nurses,95,1,45553.263553240744,45553.263553240744
10/2024,2544 Registered Nurses,90,5,45593.67824074074,45544.342673611114
10/2024,2544 Registered Nurses,85,29,45600.20626157407,45540.696238425924
10/2024,2544 Registered Nurses,55,5,46037.20556712963,45555.82607638889
10/2024,2544 Registered Nurses,60,27,46106.20457175926,45268.80189814815
10/2024,2544 Registered Nurses,100,1,45565.2791087963,45565.2791087963
10/2024,2544 Registered Nurses,105,1,45664.210486111115,45545.48861111111
10/2024,2544 Registered Nurses,40,1,45677.20615740741,45591.505578703705
10/2024,2544 Registered Nurses,45,1,45562.20324074074,45562.20324074074
10/2024,3513 Chefs,65,263,46267.208703703705,44946.46430555556
10/2024,3513 Chefs,75,146,46247.20653935185,45022.536215277774
10/2024,3513 Chefs,70,192,46262.20508101852,44916.980625
10/2024,3513 Chefs,80,74,46172.20578703703,45029.431979166664
10/2024,3513 Chefs,95,1,45599.214479166665,45567.81185185185
10/2024,3513 Chefs,90,13,46232.20520833333,45304.083761574075
10/2024,3513 Chefs,85,30,46238.20780092593,45364.80782407407
10/2024,3513 Chefs,55,17,46264.213784722226,45358.02012731481
10/2024,3513 Chefs,60,32,46234.20611111111,45363.664502314816
10/2024,3513 Chefs,50,3,46034.20675925926,45493.61363425926
10/2024,3513 Chefs,100,1,45565.43509259259,45565.43509259259
10/2024,2334 Electronics Engineers,65,52,46237.20798611111,45375.20658564815
10/2024,2334 Electronics Engineers,75,54,46200.211064814815,45406.66059027778
10/2024,2334 Electronics Engineers,70,49,46219.20814814815,45006.59789351852
10/2024,2334 Electronics Engineers,80,53,46222.22326388889,45163.816469907404
10/2024,2334 Electronics Engineers,95,9,45806.20425925926,45540.43890046296
10/2024,2334 Electronics Engineers,90,17,46076.206145833334,45220.45931712963
10/2024,2334 Electronics Engineers,85,48,46248.20554398148,45112.6503125
10/2024,2334 Electronics Engineers,55,8,46231.209652777776,45548.182118055556
10/2024,2334 Electronics Engineers,60,11,46222.22326388889,45542.57440972222
10/2024,2334 Electronics Engineers,50,1,45541.021157407406,45541.021157407406
10/2024,2334 Electronics Engineers,100,2,45824.203935185185,45570.043171296296
10/2024,3232 Metal Fitters and Machinists,65,9,46206.206342592595,45552.60173611111
10/2024,3232 Metal Fitters and Machinists,75,4,45869.204421296294,45446.40806712963
10/2024,3232 Metal Fitters and Machinists,70,1,46085.204618055555,45594.892222222225
10/2024,3232 Metal Fitters and Machinists,80,1,45722.20581018519,45407.20159722222
10/2024,3232 Metal Fitters and Machinists,55,3,45785.20545138889,45498.69185185185
10/2024,3232 Metal Fitters and Machinists,60,2,45559.203356481485,45491.51957175926
10/2024,3232 Metal Fitters and Machinists,50,1,45815.20438657407,45559.29125
10/2024,2631 Computer Network Professionals,65,52,46252.205925925926,44992.688252314816
10/2024,2631 Computer Network Professionals,75,95,46248.20554398148,44942.807280092595
10/2024,2631 Computer Network Professionals,70,65,46250.20707175926,44938.62877314815
10/2024,2631 Computer Network Professionals,80,86,46173.20553240741,44909.85564814815
10/2024,2631 Computer Network Professionals,95,25,46061.20533564815,45264.90170138889
10/2024,2631 Computer Network Professionals,90,61,46235.20949074074,44950.75386574074
10/2024,2631 Computer Network Professionals,85,64,46232.20520833333,44991.957094907404
10/2024,2631 Computer Network Professionals,55,1,45596.02438657408,45596.02438657408
10/2024,2631 Computer Network Professionals,60,5,46127.20615740741,45523.62400462963
10/2024,2631 Computer Network Professionals,50,4,45690.205717592595,45568.72420138889
10/2024,2631 Computer Network Professionals,100,1,45589.64100694445,45589.64100694445
10/2024,2631 Computer Network Professionals,40,1,46177.20538194444,45552.13450231482
10/2024,2631 Computer Network Professionals,45,1,45596.767164351855,45596.767164351855
10/2024,"2342 Chemists, and Food and Wine Scientists",65,32,46124.21320601852,44964.82667824074
10/2024,"2342 Chemists, and Food and Wine Scientists",75,25,46197.21107638889,45108.85502314815
10/2024,"2342 Chemists, and Food and Wine Scientists",70,29,46200.211064814815,45131.62670138889
10/2024,"2342 Chemists, and Food and Wine Scientists",80,16,46257.20914351852,45425.24443287037
10/2024,"2342 Chemists, and Food and Wine Scientists",90,10,45811.204664351855,45215.96747685185
10/2024,"2342 Chemists, and Food and Wine Scientists",85,19,46035.20686342593,45250.198842592596
10/2024,"2342 Chemists, and Food and Wine Scientists",55,2,45792.20482638889,45532.488703703704
10/2024,"2342 Chemists, and Food and Wine Scientists",60,7,45670.20756944444,45503.7427662037
10/2024,"2342 Chemists, and Food and Wine Scientists",100,1,45691.20650462963,45548.99141203704
10/2024,2713 Solicitors,65,8,46008.20768518518,45441.68059027778
10/2024,2713 Solicitors,75,14,46133.20638888889,44936.399664351855
10/2024,2713 Solicitors,70,14,45989.20516203704,45130.59069444444
10/2024,2713 Solicitors,80,16,46071.20494212963,45189.444502314815
10/2024,2713 Solicitors,95,1,45563.409212962964,45563.409212962964
10/2024,2713 Solicitors,90,14,45600.20626157407,45366.649363425924
10/2024,2713 Solicitors,85,28,46120.204375,45153.86738425926
10/2024,2713 Solicitors,60,5,46029.20537037037,45570.235914351855
10/2024,2331 Chemical and Materials Engineers,65,25,46264.213784722226,45348.68332175926
10/2024,2331 Chemical and Materials Engineers,75,32,46267.208703703705,44905.46445601852
10/2024,2331 Chemical and Materials Engineers,70,39,46205.20616898148,44993.78671296296
10/2024,2331 Chemical and Materials Engineers,80,44,46230.20935185185,44901.78135416667
10/2024,2331 Chemical and Materials Engineers,95,8,45592.2346875,45544.80674768519
10/2024,2331 Chemical and Materials Engineers,90,12,45675.207337962966,45033.75362268519
10/2024,2331 Chemical and Materials Engineers,85,22,45966.205347222225,45057.73930555556
10/2024,2331 Chemical and Materials Engineers,55,1,45551.20259259259,45551.20259259259
10/2024,2331 Chemical and Materials Engineers,60,5,46189.2049537037,45519.50167824074
10/2024,2331 Chemical and Materials Engineers,100,1,45555.565347222226,45555.565347222226
10/2024,2331 Chemical and Materials Engineers,45,1,45835.20474537037,45561.205046296294
10/2024,3123 Electrical Engineering Draftspersons and Technicians,65,9,46139.204247685186,45016.867800925924
10/2024,3123 Electrical Engineering Draftspersons and Technicians,75,9,46203.207650462966,44949.713912037034
10/2024,3123 Electrical Engineering Draftspersons and Technicians,70,11,46239.20633101852,45111.28319444445
10/2024,3123 Electrical Engineering Draftspersons and Technicians,80,11,46108.204722222225,45554.89052083333
10/2024,3123 Electrical Engineering Draftspersons and Technicians,85,8,46089.20905092593,45484.910208333335
10/2024,3123 Electrical Engineering Draftspersons and Technicians,55,1,45905.20810185185,45540.20315972222
10/2024,3123 Electrical Engineering Draftspersons and Technicians,60,2,45594.85952546296,45560.55259259259
10/2024,3123 Electrical Engineering Draftspersons and Technicians,50,2,45564.26814814815,45457.866377314815
10/2024,2333 Electrical Engineers,65,78,46256.2065625,44963.68759259259
10/2024,2333 Electrical Engineers,75,81,46246.21188657408,45027.72453703704
10/2024,2333 Electrical Engineers,70,74,46240.20517361111,45076.989699074074
10/2024,2333 Electrical Engineers,80,82,46221.20884259259,44924.031701388885
10/2024,2333 Electrical Engineers,95,6,45590.20484953704,45540.57267361111
10/2024,2333 Electrical Engineers,90,15,45952.205034722225,45075.650243055556
10/2024,2333 Electrical Engineers,85,40,46172.20578703703,45145.26417824074
10/2024,2333 Electrical Engineers,55,8,46133.20638888889,45541.1475462963
10/2024,2333 Electrical Engineers,60,16,46195.20458333333,45247.51390046296
10/2024,2333 Electrical Engineers,50,2,45911.20431712963,45560.609293981484
10/2024,2321 Architects and Landscape Architects,65,22,46203.207650462966,44869.49885416667
10/2024,2321 Architects and Landscape Architects,75,49,46264.213784722226,45338.19832175926
10/2024,2321 Architects and Landscape Architects,70,36,46262.20508101852,45208.581041666665
10/2024,2321 Architects and Landscape Architects,80,31,46122.20525462963,45540.58096064815
10/2024,2321 Architects and Landscape Architects,95,1,45546.86148148148,45546.86148148148
10/2024,2321 Architects and Landscape Architects,90,2,45581.94583333333,45566.54620370371
10/2024,2321 Architects and Landscape Architects,85,16,45929.2043287037,45542.11006944445
10/2024,2321 Architects and Landscape Architects,60,6,46206.206342592595,45287.19869212963
10/2024,2531 General Practitioners and Resident Medical officers,65,6,46116.20584490741,45187.305625
10/2024,2531 General Practitioners and Resident Medical officers,75,13,45882.54472222222,45323.99982638889
10/2024,2531 General Practitioners and Resident Medical officers,70,12,46118.20512731482,45359.8137037037
10/2024,2531 General Practitioners and Resident Medical officers,80,19,45748.223541666666,45540.468356481484
10/2024,2531 General Practitioners and Resident Medical officers,90,1,45543.888715277775,45543.888715277775
10/2024,2531 General Practitioners and Resident Medical officers,85,9,45596.959340277775,45543.553506944445
10/2024,2247 Management and Organisation Analysts,65,5,45997.207349537035,45540.12447916667
10/2024,2247 Management and Organisation Analysts,75,18,46090.206030092595,45246.81521990741
10/2024,2247 Management and Organisation Analysts,70,5,45874.205046296294,45181.80736111111
10/2024,2247 Management and Organisation Analysts,80,11,45917.20480324074,45365.46980324074
10/2024,2247 Management and Organisation Analysts,95,2,45588.86482638889,45540.450694444444
10/2024,2247 Management and Organisation Analysts,90,10,45825.20384259259,45270.66195601852
10/2024,2247 Management and Organisation Analysts,85,18,46035.20686342593,45306.58238425926
10/2024,2347 Veterinarians,65,1,45566.20539351852,44956.75644675926
10/2024,2347 Veterinarians,75,4,45956.21650462963,45296.905798611115
10/2024,2347 Veterinarians,70,1,45900.2052662037,45545.660358796296
10/2024,2347 Veterinarians,80,4,45793.22375,45344.24736111111
10/2024,2347 Veterinarians,90,1,45585.826273148145,45585.826273148145
10/2024,2347 Veterinarians,85,2,45814.222719907404,45576.205405092594
10/2024,2414 Secondary School Teachers,65,27,46207.209178240744,45332.46179398148
10/2024,2414 Secondary School Teachers,75,28,45941.20569444444,45289.95506944445
10/2024,2414 Secondary School Teachers,70,28,46257.20914351852,45295.19907407407
10/2024,2414 Secondary School Teachers,80,24,45739.20615740741,45540.74829861111
10/2024,2414 Secondary School Teachers,95,1,45580.63984953704,45580.63984953704
10/2024,2414 Secondary School Teachers,85,7,45597.20515046296,45560.66063657407
10/2024,2414 Secondary School Teachers,55,1,45665.20547453704,45554.042962962965
10/2024,2414 Secondary School Teachers,60,6,46098.20518518519,45540.58571759259
10/2024,1341 Child Care Centre Managers,65,2,45925.20496527778,45540.70648148148
10/2024,1341 Child Care Centre Managers,70,1,45569.20505787037,45569.20505787037
10/2024,"2241 Actuaries, Mathematicians and Statisticians",65,10,45992.20489583333,45367.610243055555
10/2024,"2241 Actuaries, Mathematicians and Statisticians",75,16,46120.204375,45155.02130787037
10/2024,"2241 Actuaries, Mathematicians and Statisticians",70,15,46102.20518518519,44988.811111111114
10/2024,"2241 Actuaries, Mathematicians and Statisticians",80,23,46177.20538194444,45147.65798611111
10/2024,"2241 Actuaries, Mathematicians and Statisticians",95,4,45574.25268518519,45545.49752314815
10/2024,"2241 Actuaries, Mathematicians and Statisticians",90,13,45722.20581018519,45309.19861111111
10/2024,"2241 Actuaries, Mathematicians and Statisticians",85,27,46183.20481481482,45007.584699074076
10/2024,2421 University Lecturers and Tutors,65,45,46234.20611111111,45218.899733796294
10/2024,2421 University Lecturers and Tutors,75,35,46134.20460648148,45245.04048611111
10/2024,2421 University Lecturers and Tutors,70,47,46263.210752314815,45133.838171296295
10/2024,2421 University Lecturers and Tutors,80,36,46181.204513888886,45105.65378472222
10/2024,2421 University Lecturers and Tutors,95,10,45593.334340277775,45541.366215277776
10/2024,2421 University Lecturers and Tutors,90,28,45665.20547453704,45057.49717592593
10/2024,2421 University Lecturers and Tutors,85,25,46232.20520833333,45456.726331018515
10/2024,2421 University Lecturers and Tutors,55,4,45916.20458333333,45536.35008101852
10/2024,2421 University Lecturers and Tutors,60,12,46215.213530092595,45372.19452546296
10/2024,2421 University Lecturers and Tutors,50,1,45574.82900462963,45574.82900462963
10/2024,2421 University Lecturers and Tutors,100,4,45665.20547453704,45547.06886574074
10/2024,2421 University Lecturers and Tutors,45,1,45590.20484953704,45559.48700231482
10/2024,2633 Telecommunications Engineering Professionals,65,44,46221.20884259259,45019.700590277775
10/2024,2633 Telecommunications Engineering Professionals,75,54,46213.205416666664,44996.87112268519
10/2024,2633 Telecommunications Engineering Professionals,70,33,46262.20508101852,44906.28270833333
10/2024,2633 Telecommunications Engineering Professionals,80,27,46094.20539351852,44994.50881944445
10/2024,2633 Telecommunications Engineering Professionals,95,4,45703.268217592595,45548.40354166667
10/2024,2633 Telecommunications Engineering Professionals,90,7,45778.20569444444,45404.82158564815
10/2024,2633 Telecommunications Engineering Professionals,85,24,46252.205925925926,45022.4044212963
10/2024,2633 Telecommunications Engineering Professionals,55,3,46127.20615740741,45547.741481481484
10/2024,2633 Telecommunications Engineering Professionals,60,5,45883.20490740741,45511.20280092592
10/2024,2633 Telecommunications Engineering Professionals,45,2,46163.20476851852,45541.513715277775
10/2024,1332 Engineering Managers,65,15,46258.205046296294,45098.91552083333
10/2024,1332 Engineering Managers,75,10,46223.20545138889,45473.7887962963
10/2024,1332 Engineering Managers,70,6,46222.22326388889,45550.783159722225
10/2024,1332 Engineering Managers,80,4,46240.20517361111,45552.80966435185
10/2024,1332 Engineering Managers,85,1,45596.01896990741,45596.01896990741
10/2024,1332 Engineering Managers,55,1,45572.98269675926,45572.98269675926
10/2024,1332 Engineering Managers,60,4,46111.20563657407,45561.772627314815
10/2024,3122 Civil Engineering Draftspersons and Technicians,65,172,46257.20914351852,45075.76696759259
10/2024,3122 Civil Engineering Draftspersons and Technicians,75,150,46184.2065625,45273.0375
10/2024,3122 Civil Engineering Draftspersons and Technicians,70,188,46258.205046296294,44932.76818287037
10/2024,3122 Civil Engineering Draftspersons and Technicians,80,96,46224.208078703705,44945.919699074075
10/2024,3122 Civil Engineering Draftspersons and Technicians,95,2,45718.25438657407,45558.99451388889
10/2024,3122 Civil Engineering Draftspersons and Technicians,90,5,45590.84133101852,45573.75969907407
10/2024,3122 Civil Engineering Draftspersons and Technicians,85,21,45863.20371527778,45540.52232638889
10/2024,3122 Civil Engineering Draftspersons and Technicians,55,23,46246.21188657408,45240.198067129626
10/2024,3122 Civil Engineering Draftspersons and Technicians,60,43,46259.20663194444,45280.88365740741
10/2024,3122 Civil Engineering Draftspersons and Technicians,50,7,46018.206608796296,45395.53104166667
10/2024,3122 Civil Engineering Draftspersons and Technicians,45,1,46039.2053125,45544.48674768519
10/2024,1399 Other Specialist Managers,65,4,45916.20458333333,45030.88497685185
10/2024,1399 Other Specialist Managers,75,7,46253.205509259256,45350.52862268518
10/2024,1399 Other Specialist Managers,70,1,45843.20413194445,45576.729629629626
10/2024,1399 Other Specialist Managers,80,5,46076.206145833334,45537.77025462963
10/2024,1399 Other Specialist Managers,95,3,45559.203356481485,45552.97547453704
10/2024,1399 Other Specialist Managers,90,1,45664.210486111115,45592.638333333336
10/2024,2322 Cartographers and Surveyors,65,9,46213.205416666664,45418.14710648148
10/2024,2322 Cartographers and Surveyors,75,12,46204.207719907405,45279.59506944445
10/2024,2322 Cartographers and Surveyors,70,4,45849.203888888886,45426.20009259259
10/2024,2322 Cartographers and Surveyors,80,10,45909.204988425925,45237.223703703705
10/2024,2322 Cartographers and Surveyors,95,1,45587.575266203705,45587.575266203705
10/2024,2322 Cartographers and Surveyors,90,3,45587.65813657407,45349.53837962963
10/2024,2322 Cartographers and Surveyors,85,3,45792.20482638889,45541.78946759259
10/2024,2322 Cartographers and Surveyors,60,1,45587.56591435185,45587.56591435185
10/2024,2245 Land Economists and Valuers,65,3,46006.206608796296,45540.588796296295
10/2024,2245 Land Economists and Valuers,75,8,45840.22282407407,45260.5937037037
10/2024,2245 Land Economists and Valuers,70,1,45641.27315972222,45552.60408564815
10/2024,2245 Land Economists and Valuers,80,3,46137.204976851855,45544.824479166666
10/2024,2245 Land Economists and Valuers,85,6,45954.20462962963,45456.875810185185
10/2024,2245 Land Economists and Valuers,60,1,46016.205671296295,45593.746087962965
10/2024,2336 Mining Engineers,65,17,46245.210856481484,45299.70690972222
10/2024,2336 Mining Engineers,75,9,46191.205555555556,45548.501759259256
10/2024,2336 Mining Engineers,70,13,46156.20454861111,45230.19813657407
10/2024,2336 Mining Engineers,80,8,46047.20471064815,44986.07059027778
10/2024,2336 Mining Engineers,95,1,45585.40665509259,45585.40665509259
10/2024,2336 Mining Engineers,90,5,45594.20721064815,45412.28565972222
10/2024,2336 Mining Engineers,85,6,45851.21938657408,45332.732986111114
10/2024,2336 Mining Engineers,55,1,45993.20482638889,45538.29125
10/2024,2336 Mining Engineers,60,2,45868.204247685186,45584.84347222222
10/2024,2336 Mining Engineers,40,1,46129.20722222222,45540.58460648148
10/2024,2612 Multimedia Specialists and Web Developers,65,2,46079.20512731482,45541.72954861111
10/2024,2612 Multimedia Specialists and Web Developers,75,4,45806.20425925926,45562.476331018515
10/2024,2612 Multimedia Specialists and Web Developers,70,6,45793.22375,45184.84484953704
10/2024,2612 Multimedia Specialists and Web Developers,80,5,45859.20376157408,45558.20439814815
10/2024,2612 Multimedia Specialists and Web Developers,95,1,45589.006944444445,45589.006944444445
10/2024,2612 Multimedia Specialists and Web Developers,90,8,45682.26887731482,44995.738587962966
10/2024,2612 Multimedia Specialists and Web Developers,85,4,46230.20935185185,45519.90319444444
10/2024,2612 Multimedia Specialists and Web Developers,60,1,45554.547951388886,45554.547951388886
10/2024,3223 Structural Steel and Welding Trades Workers,65,12,45873.204780092594,45189.69158564815
10/2024,3223 Structural Steel and Welding Trades Workers,75,12,45870.2046875,45268.65642361111
10/2024,3223 Structural Steel and Welding Trades Workers,70,9,46217.208969907406,45023.59915509259
10/2024,3223 Structural Steel and Welding Trades Workers,80,4,45594.559375,45564.76446759259
10/2024,3223 Structural Steel and Welding Trades Workers,60,3,46094.20539351852,45533.22555555555
10/2024,2349 Other Natural and Physical Science Professionals,65,3,46214.205358796295,45549.94678240741
10/2024,2349 Other Natural and Physical Science Professionals,75,10,46150.2055787037,45476.52412037037
10/2024,2349 Other Natural and Physical Science Professionals,70,4,46101.205358796295,45397.30039351852
10/2024,2349 Other Natural and Physical Science Professionals,80,2,45581.7577662037,45561.53475694444
10/2024,2349 Other Natural and Physical Science Professionals,85,4,45947.20484953704,45494.275243055556
10/2024,2349 Other Natural and Physical Science Professionals,100,1,45846.21909722222,45551.67565972222
10/2024,1331 Construction Managers,65,64,46216.20761574074,45102.79891203704
10/2024,1331 Construction Managers,75,59,46131.20690972222,45350.90372685185
10/2024,1331 Construction Managers,70,37,46238.20780092593,45209.4675462963
10/2024,1331 Construction Managers,80,29,46104.20643518519,45505.731944444444
10/2024,1331 Construction Managers,85,17,45739.20615740741,45553.439155092594
10/2024,1331 Construction Managers,55,5,46167.20894675926,45546.256574074076
10/2024,1331 Construction Managers,60,8,46137.204976851855,45540.80107638889
