Visa,OccGroup,State,n
491SNR State or Territory Nominated - Regional,4114 Enrolled and Mothercraft Nurses,SA,401
491SNR State or Territory Nominated - Regional,4114 Enrolled and Mothercraft Nurses,WA,1289
491SNR State or Territory Nominated - Regional,4114 Enrolled and Mothercraft Nurses,ACT,90
491SNR State or Territory Nominated - Regional,4114 Enrolled and Mothercraft Nurses,TAS,155
491SNR State or Territory Nominated - Regional,4114 Enrolled and Mothercraft Nurses,NT,53
491SNR State or Territory Nominated - Regional,3411 Electricians,VIC,87
491SNR State or Territory Nominated - Regional,3411 Electricians,ANY,49
491SNR State or Territory Nominated - Regional,3411 Electricians,NSW,109
491SNR State or Territory Nominated - Regional,3411 Electricians,QLD,97
491SNR State or Territory Nominated - Regional,3411 Electricians,SA,99
491SNR State or Territory Nominated - Regional,3411 Electricians,WA,138
491SNR State or Territory Nominated - Regional,3411 Electricians,ACT,53
491SNR State or Territory Nominated - Regional,3411 Electricians,TAS,49
491SNR State or Territory Nominated - Regional,3411 Electricians,NT,54
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,VIC,54
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,ANY,31
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,NSW,70
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,QLD,56
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,SA,46
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,WA,103
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,ACT,20
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,TAS,26
491SNR State or Territory Nominated - Regional,2525 Physiotherapists,NT,19
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,VIC,36
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,ANY,16
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,NSW,29
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,QLD,20
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,SA,34
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,WA,56
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,ACT,10
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,TAS,9
491SNR State or Territory Nominated - Regional,1494 Transport Services Managers,NT,8
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,VIC,160
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,ANY,51
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,NSW,108
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,QLD,50
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,SA,177
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,WA,77
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,ACT,125
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,TAS,67
491SNR State or Territory Nominated - Regional,2253 Public Relations Professionals,NT,96
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,VIC,22
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,ANY,13
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,NSW,41
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,QLD,24
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,SA,35
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,WA,41
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,ACT,20
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,TAS,12
491SNR State or Territory Nominated - Regional,2512 Medical Imaging Professionals,NT,12
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,VIC,168
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,ANY,52
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,NSW,139
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,QLD,49
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,SA,163
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,WA,114
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,ACT,109
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,TAS,47
491SNR State or Territory Nominated - Regional,3131 ICT Support Technicians,NT,59
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",VIC,77
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",ANY,22
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",NSW,47
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",QLD,29
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",SA,74
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",WA,36
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",ACT,36
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",TAS,22
491SNR State or Territory Nominated - Regional,"4523 Sports Coaches, Instructors and Officials",NT,27
491SNR State or Territory Nominated - Regional,3911 Hairdressers,VIC,85
491SNR State or Territory Nominated - Regional,3911 Hairdressers,ANY,44
491SNR State or Territory Nominated - Regional,3911 Hairdressers,NSW,53
491SNR State or Territory Nominated - Regional,3911 Hairdressers,QLD,25
491SNR State or Territory Nominated - Regional,3911 Hairdressers,SA,52
491SNR State or Territory Nominated - Regional,3911 Hairdressers,WA,108
491SNR State or Territory Nominated - Regional,3911 Hairdressers,ACT,24
491SNR State or Territory Nominated - Regional,3911 Hairdressers,TAS,29
491SNR State or Territory Nominated - Regional,3911 Hairdressers,NT,57
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,VIC,5
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,ANY,3
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,NSW,9
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,QLD,2
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,SA,5
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,WA,10
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,TAS,1
491SNR State or Territory Nominated - Regional,3222 Sheetmetal Trades Workers,NT,1
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,VIC,101
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,ANY,48
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,NSW,110
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,QLD,62
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,SA,97
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,WA,149
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,ACT,82
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,TAS,50
491SNR State or Territory Nominated - Regional,2513 Occupational and Environmental Health Professionals,NT,68
491SNR State or Territory Nominated - Regional,3923 Printers,VIC,1
491SNR State or Territory Nominated - Regional,3923 Printers,NSW,1
491SNR State or Territory Nominated - Regional,3923 Printers,SA,1
491SNR State or Territory Nominated - Regional,3923 Printers,TAS,1
491SNR State or Territory Nominated - Regional,3923 Printers,NT,1
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,VIC,89
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,ANY,32
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,NSW,104
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,QLD,103
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,SA,105
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,WA,118
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,ACT,78
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,TAS,70
491SNR State or Territory Nominated - Regional,2527 Speech Professionals and Audiologists,NT,58
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,VIC,56
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,ANY,14
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,NSW,34
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,QLD,16
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,SA,61
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,WA,28
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,ACT,14
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,TAS,12
491SNR State or Territory Nominated - Regional,1213 Livestock Farmers,NT,14
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",VIC,68
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",ANY,15
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",NSW,48
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",QLD,34
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",SA,71
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",WA,37
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",ACT,43
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",TAS,32
491SNR State or Territory Nominated - Regional,"2242 Archivists, Curators and Records Managers",NT,27
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,VIC,209
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,ANY,130
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,NSW,264
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,QLD,159
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,SA,244
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,WA,426
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,ACT,154
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,TAS,97
491SNR State or Territory Nominated - Regional,3129 Other Building and Engineering Technicians,NT,119
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,VIC,425
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,ANY,62
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,NSW,177
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,QLD,92
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,SA,355
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,WA,140
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,ACT,105
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,TAS,102
491SNR State or Territory Nominated - Regional,2492 Private Tutors and Teachers,NT,91
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,VIC,55
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,ANY,17
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,NSW,47
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,QLD,48
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,SA,48
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,WA,73
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,ACT,28
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,TAS,27
491SNR State or Territory Nominated - Regional,2524 Occupational Therapists,NT,20
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,VIC,90
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,ANY,38
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,NSW,55
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,QLD,33
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,SA,81
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,WA,74
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,ACT,45
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,TAS,38
491SNR State or Territory Nominated - Regional,2519 Other Health Diagnostic and Promotion Professionals,NT,41
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,VIC,19
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,ANY,12
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,NSW,26
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,QLD,15
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,SA,22
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,WA,29
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,ACT,10
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,TAS,7
491SNR State or Territory Nominated - Regional,3421 Airconditioning and Refrigeration Mechanics,NT,18
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,VIC,74
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,ANY,20
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,NSW,37
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,QLD,19
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,SA,31
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,WA,26
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,ACT,22
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,TAS,29
491SNR State or Territory Nominated - Regional,4517 Travel Attendants,NT,23
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,VIC,147
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,ANY,107
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,NSW,150
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,QLD,121
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,SA,190
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,WA,205
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,ACT,104
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,TAS,72
491SNR State or Territory Nominated - Regional,2346 Medical Laboratory Scientists,NT,99
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,VIC,20
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,ANY,12
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,NSW,18
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,QLD,15
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,SA,15
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,WA,20
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,ACT,9
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,TAS,4
491SNR State or Territory Nominated - Regional,2415 Special Education Teachers,NT,7
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,VIC,173
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,ANY,39
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,NSW,125
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,QLD,65
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,SA,195
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,WA,350
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,ACT,121
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,TAS,73
491SNR State or Territory Nominated - Regional,1493 Conference and Event Organisers,NT,122
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,VIC,65
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,ANY,22
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,NSW,40
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,QLD,26
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,SA,64
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,WA,33
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,ACT,23
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,TAS,33
491SNR State or Territory Nominated - Regional,2712 Judicial and Other Legal Professionals,NT,44
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,VIC,65
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,ANY,23
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,NSW,59
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,QLD,22
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,SA,72
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,WA,46
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,ACT,26
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,TAS,29
491SNR State or Territory Nominated - Regional,2222 Financial Dealers,NT,26
491SNR State or Territory Nominated - Regional,2723 Psychologists,VIC,91
491SNR State or Territory Nominated - Regional,2723 Psychologists,ANY,28
491SNR State or Territory Nominated - Regional,2723 Psychologists,NSW,122
491SNR State or Territory Nominated - Regional,2723 Psychologists,QLD,48
491SNR State or Territory Nominated - Regional,2723 Psychologists,SA,100
491SNR State or Territory Nominated - Regional,2723 Psychologists,WA,61
491SNR State or Territory Nominated - Regional,2723 Psychologists,ACT,67
491SNR State or Territory Nominated - Regional,2723 Psychologists,TAS,33
491SNR State or Territory Nominated - Regional,2723 Psychologists,NT,24
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),VIC,115
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),ANY,26
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),NSW,61
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),QLD,97
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),SA,108
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),WA,135
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),ACT,98
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),TAS,32
491SNR State or Territory Nominated - Regional,2422 Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),NT,61
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,VIC,64
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,ANY,17
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,NSW,48
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,QLD,29
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,SA,45
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,WA,82
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,ACT,28
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,TAS,35
491SNR State or Territory Nominated - Regional,3126 Safety Inspectors,NT,41
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,VIC,62
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,ANY,18
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,NSW,48
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,QLD,21
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,SA,71
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,WA,77
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,ACT,61
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,TAS,17
491SNR State or Territory Nominated - Regional,4111 Ambulance Officers and Paramedics,NT,14
491SNR State or Territory Nominated - Regional,2113 Photographers,VIC,19
491SNR State or Territory Nominated - Regional,2113 Photographers,ANY,5
491SNR State or Territory Nominated - Regional,2113 Photographers,NSW,9
491SNR State or Territory Nominated - Regional,2113 Photographers,QLD,5
491SNR State or Territory Nominated - Regional,2113 Photographers,SA,18
491SNR State or Territory Nominated - Regional,2113 Photographers,WA,11
491SNR State or Territory Nominated - Regional,2113 Photographers,ACT,7
491SNR State or Territory Nominated - Regional,2113 Photographers,TAS,3
491SNR State or Territory Nominated - Regional,2113 Photographers,NT,2
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,VIC,10
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,ANY,2
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,NSW,11
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,QLD,4
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,SA,10
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,WA,13
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,ACT,7
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,TAS,5
491SNR State or Territory Nominated - Regional,2312 Marine Transport Professionals,NT,8
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",VIC,31
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",ANY,9
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",NSW,18
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",QLD,14
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",SA,10
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",WA,36
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",ACT,17
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",TAS,15
491SNR State or Territory Nominated - Regional,"4112 Dental Hygienists, Technicians and Therapists",NT,9
491SNR State or Territory Nominated - Regional,2541 Midwives,VIC,8
491SNR State or Territory Nominated - Regional,2541 Midwives,ANY,13
491SNR State or Territory Nominated - Regional,2541 Midwives,NSW,8
491SNR State or Territory Nominated - Regional,2541 Midwives,QLD,7
491SNR State or Territory Nominated - Regional,2541 Midwives,SA,3
491SNR State or Territory Nominated - Regional,2541 Midwives,WA,12
491SNR State or Territory Nominated - Regional,2541 Midwives,ACT,2
491SNR State or Territory Nominated - Regional,2541 Midwives,TAS,1
491SNR State or Territory Nominated - Regional,2541 Midwives,NT,4
491SNR State or Territory Nominated - Regional,3341 Plumbers,VIC,50
491SNR State or Territory Nominated - Regional,3341 Plumbers,ANY,9
491SNR State or Territory Nominated - Regional,3341 Plumbers,NSW,71
491SNR State or Territory Nominated - Regional,3341 Plumbers,QLD,41
491SNR State or Territory Nominated - Regional,3341 Plumbers,SA,59
491SNR State or Territory Nominated - Regional,3341 Plumbers,WA,75
491SNR State or Territory Nominated - Regional,3341 Plumbers,ACT,19
491SNR State or Territory Nominated - Regional,3341 Plumbers,TAS,10
491SNR State or Territory Nominated - Regional,3341 Plumbers,NT,19
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,VIC,11
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,ANY,9
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,NSW,9
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,QLD,6
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,SA,24
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,WA,7
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,ACT,17
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,TAS,10
491SNR State or Territory Nominated - Regional,2491 Education Advisers and Reviewers,NT,7
491SNR State or Territory Nominated - Regional,2511 Dietitians,VIC,126
491SNR State or Territory Nominated - Regional,2511 Dietitians,ANY,57
491SNR State or Territory Nominated - Regional,2511 Dietitians,NSW,94
491SNR State or Territory Nominated - Regional,2511 Dietitians,QLD,54
491SNR State or Territory Nominated - Regional,2511 Dietitians,SA,87
491SNR State or Territory Nominated - Regional,2511 Dietitians,WA,115
491SNR State or Territory Nominated - Regional,2511 Dietitians,ACT,92
491SNR State or Territory Nominated - Regional,2511 Dietitians,TAS,61
491SNR State or Territory Nominated - Regional,2511 Dietitians,NT,56
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,VIC,1
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,ANY,3
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,NSW,1
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,QLD,1
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,SA,2
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,WA,3
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,ACT,1
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,TAS,1
491SNR State or Territory Nominated - Regional,3932 Clothing Trades Workers,NT,1
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,VIC,37
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,ANY,7
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,NSW,23
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,QLD,14
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,SA,33
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,WA,19
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,ACT,27
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,TAS,15
491SNR State or Territory Nominated - Regional,2244 Intelligence and Policy Analysts,NT,25
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",VIC,17
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",ANY,4
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",NSW,18
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",QLD,15
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",SA,13
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",WA,17
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",ACT,11
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",TAS,10
491SNR State or Territory Nominated - Regional,"3992 Chemical, Gas, Petroleum and Power Generation Plant Operators",NT,11
491SNR State or Territory Nominated - Regional,1421 Retail Managers,VIC,3
491SNR State or Territory Nominated - Regional,1421 Retail Managers,ANY,2
491SNR State or Territory Nominated - Regional,1421 Retail Managers,NSW,2
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,VIC,25
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,ANY,13
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,NSW,42
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,QLD,12
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,SA,23
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,WA,37
